OID_,LAT,LONG,SymbolID,B04,B05,B06
1603,20.309533445000056,105.02988844500004,0,0.04245,0.0817,0.105
1604,20.309871316000056,105.03071755600008,0,0.06025,0.0704,0.0816
1605,20.309844338000065,105.02970035100007,0,0.0549,0.06285,0.0832
1606,20.309448778000046,105.03119486400004,0,0.04875,0.039,0.05445
1607,20.30962918600005,105.03069659100004,0,0.06025,0.0554,0.0663
1608,20.309983399000032,105.02940496500008,0,0.05205,0.0451,0.06735
1609,20.310081720000028,105.02904285800008,0,0.0564,0.0723,0.0809
1610,20.310137476000023,105.02922294500009,0,0.05585,0.05085,0.07175
1611,20.309952053000075,105.02980055100004,0,0.0549,0.05145,0.0651
1612,20.30963418600004,105.02907568800003,0,0.0564,0.0569,0.083
1613,20.30950382700007,105.03008287300008,0,0.04245,0.0544,0.0759
1614,20.309718777000057,105.03071687200008,0,0.06025,0.0648,0.0743
1615,20.310011908000035,105.02873426900004,0,0.0564,0.08695,0.0945
1616,20.31006246900005,105.02945038500008,0,0.05205,0.0705,0.0781
1617,20.309687937000035,105.03028220100003,0,0.0549,0.0665,0.08135
1618,20.30974698800003,105.03130396900008,0,0.0683,0.1102,0.1344
1619,20.31016776900003,105.02976132100008,0,0.061,0.0753,0.0917
1620,20.30980724900008,105.02888742100004,0,0.0564,0.05075,0.0659
1621,20.309802819000023,105.03053618400008,0,0.06025,0.0438,0.0566
1622,20.30996509600004,105.02914658200008,0,0.05205,0.05275,0.06905
1623,20.309557144000053,105.02958655000003,0,0.0408,0.0546,0.0746
1624,20.31013304000004,105.02898221600007,0,0.0599,0.0781,0.0885
1625,20.30999336000008,105.03036325600004,0,0.06025,0.0622,0.0763
1626,20.309466969000027,105.03091806100008,0,0.04875,0.0877,0.1145
1627,20.309827772000062,105.02928157100008,0,0.05205,0.05525,0.0698
1628,20.309954562000037,105.03006085900005,0,0.0549,0.06295,0.07805
1629,20.30946912000008,105.03034951600004,0,0.0415,0.0729,0.0935
1630,20.309856654000043,105.02907400700008,0,0.0564,0.0483,0.0656
1631,20.30965577400008,105.03095502400004,0,0.0683,0.0748,0.0779
1632,20.310114834000046,105.02916703300008,0,0.05585,0.05085,0.07175
1633,20.30968461300005,105.02997919200004,0,0.0549,0.04525,0.05925
1634,20.309737069000047,105.02994743900004,0,0.0549,0.04525,0.05925
1635,20.310045816000077,105.03008937100007,0,0.0549,0.0769,0.0868
1636,20.30964248700008,105.03061789600008,0,0.06025,0.045,0.062
1637,20.31013478700004,105.02892695700008,0,0.0599,0.06975,0.0834
1638,20.309664640000047,105.03072953300004,0,0.06025,0.0648,0.0743
1639,20.30983820400008,105.02962371600006,0,0.05205,0.0538,0.0692
1640,20.310162965000075,105.02938269400003,0,0.05585,0.0585,0.0903
1641,20.309854979000026,105.03090931300004,0,0.0683,0.08605,0.1129
1642,20.30991406600004,105.02959595500003,0,0.05205,0.0538,0.0692
1643,20.30991014600005,105.03063220100006,0,0.06025,0.0622,0.07015
1644,20.30962941000007,105.03118646900003,0,0.0683,0.0567,0.07455
1645,20.31074822900007,105.03053818300005,0,0.09055,0.0821,0.0978
1646,20.31033259900005,105.03072119100004,0,0.06705,0.0845,0.0963
1647,20.310234992000066,105.03103580000004,0,0.0747,0.1355,0.159
1648,20.310722089000024,105.03074088700004,0,0.09055,0.0494,0.07165
1649,20.310642581000025,105.03148307100008,0,0.0832,0.08285,0.1089
1650,20.31067239600003,105.03094919300008,0,0.0764,0.1041,0.1303
1651,20.31010509600003,105.03061443700004,0,0.06705,0.0767,0.0895
1652,20.31041841800004,105.03079512200009,0,0.06705,0.08115,0.0909
1653,20.310373600000048,105.02999978900004,0,0.061,0.07585,0.1027
1654,20.310366480000027,105.03063987000009,0,0.06705,0.07785,0.0969
1655,20.31020559800004,105.03034834600004,0,0.06705,0.07405,0.09255
1656,20.310630957000058,105.03138463000003,0,0.0777,0.1138,0.1342
1657,20.31079115400007,105.03046469400005,0,0.09055,0.0671,0.08355
1658,20.310528016000035,105.02989961100008,0,0.061,0.0579,0.0819
1659,20.310570335000023,105.03115936300009,0,0.0747,0.0687,0.07985
1660,20.31041229100004,105.02980795500008,0,0.061,0.0581,0.08685
1661,20.31060195500004,105.03087757400004,0,0.0747,0.08075,0.0938
1662,20.31074615200004,105.03084861400004,0,0.0764,0.1199,0.1529
1663,20.310511379000047,105.02981050900009,0,0.061,0.06195,0.0937
1664,20.31055084900004,105.03105611800004,0,0.0747,0.0673,0.081
1665,20.310722298000037,105.03111265200005,0,0.0764,0.06985,0.09445
1666,20.310601904000062,105.03072553900004,0,0.06705,0.0643,0.08215
1667,20.310334565000066,105.03051925400004,0,0.06705,0.0644,0.0775
1668,20.31028999700004,105.03103233400007,0,0.0747,0.08455,0.1054
1669,20.310700092000047,105.03013522500004,0,0.0883,0.0937,0.1077
1670,20.310167728000067,105.03063842900008,0,0.06705,0.0767,0.0895
1671,20.310683796000035,105.02989907400008,0,0.0883,0.104,0.1442
1672,20.31034527400004,105.03123657200004,0,0.0747,0.075,0.1045
1673,20.310341583000024,105.03036384200004,0,0.06705,0.0563,0.0747
1674,20.31074784500004,105.03038452000004,0,0.09055,0.0562,0.07175
1675,20.31042266300005,105.03106158100007,0,0.0747,0.04465,0.0708
1676,20.31034488800003,105.03138310400004,0,0.0777,0.0627,0.1027
1677,20.310526105000065,105.03123518100004,0,0.0747,0.1077,0.1231
1678,20.31056198500005,105.03021997800003,0,0.061,0.07725,0.0939
1679,20.310297568000067,105.03154147600009,0,0.0777,0.0695,0.107
1680,20.310959121000053,105.02996448200008,0,0.0883,0.0487,0.064
1681,20.31081757200008,105.03009630200006,0,0.0883,0.07365,0.08925
1682,20.310308661000025,105.02987313700004,0,0.061,0.0638,0.08385
1683,20.310252292000037,105.03033264500004,0,0.06705,0.07405,0.09255
1684,20.310340461000067,105.03006587900006,0,0.061,0.08935,0.1036
1685,20.31031515300004,105.03067288200003,0,0.06705,0.0845,0.0963
1686,20.310575572000065,105.03162139500004,0,0.0777,0.1081,0.1235
1687,20.310520757000063,105.03162726100004,0,0.0777,0.1268,0.1472
1688,20.31046905200003,105.03122743100003,0,0.0747,0.1077,0.1231
1689,20.31019223900006,105.03042609200008,0,0.06705,0.0817,0.09725
1690,20.31083335100004,105.03022042300006,0,0.0883,0.05765,0.0687
1691,20.310622559000024,105.03006122400006,0,0.061,0.0735,0.09845
1692,20.31085445100007,105.02984270200004,0,0.0883,0.05255,0.079
1693,20.310829565000063,105.02978143700004,0,0.0883,0.05255,0.079
1694,20.31042972700004,105.03028035800008,0,0.061,0.0609,0.08345
1695,20.31031697900005,105.03129298100004,0,0.0747,0.0605,0.0816
1696,20.31037758400004,105.03025987400008,0,0.061,0.0609,0.08345
1697,20.310272207000025,105.03023438400004,0,0.061,0.0509,0.0717
1698,20.31076585300008,105.03093499600004,0,0.0764,0.1176,0.147
1699,20.31050447000007,105.03029981000007,0,0.061,0.07975,0.10225
1700,20.310258341000065,105.03110346800008,0,0.0747,0.1355,0.159
1701,20.31065952400008,105.03120189500004,0,0.0764,0.05855,0.0814
1702,20.31005690400008,105.03116737800008,0,0.0683,0.05995,0.0804
1703,20.310739257000023,105.03033832300008,0,0.09055,0.0562,0.07175
1704,20.310808245000032,105.02991434500008,0,0.0883,0.0765,0.1041
1705,20.310677538000046,105.03106940900004,0,0.0764,0.06985,0.09445
1706,20.310371832000044,105.03127792700008,0,0.0747,0.0917,0.1093
1707,20.310432267000067,105.02989901900008,0,0.061,0.0596,0.073
1708,20.310324990000023,105.02997261100006,0,0.061,0.0934,0.1182
1709,20.31023700700007,105.03051489700005,0,0.06705,0.05935,0.0796
1710,20.310241631000054,105.03118161300004,0,0.0747,0.1049,0.1371
1711,20.31095574200004,105.02982263800004,0,0.0883,0.05905,0.0751
1712,20.310504239000068,105.03136084400006,0,0.0747,0.13,0.1664
1713,20.31078757100005,105.03019955700006,0,0.0883,0.07365,0.08925
1714,20.31072315700004,105.03058807000008,0,0.09055,0.0525,0.07085
1715,20.31075163900005,105.03002630000007,0,0.0883,0.0787,0.0938
1716,20.310360513000035,105.03153935000006,0,0.0777,0.0695,0.107
1717,20.31032838100004,105.03027383700004,0,0.061,0.0464,0.0642
1718,20.310597049000023,105.03053397700006,0,0.06705,0.04835,0.06955
1719,20.31048193500004,105.03043584000004,0,0.06705,0.073,0.0921
1720,20.310658715000045,105.03011007200008,0,0.0883,0.0937,0.1077
1721,20.31049976100008,105.03101734200004,0,0.0747,0.06835,0.07985
1722,20.31041666100004,105.03117846700007,0,0.0747,0.0693,0.08485
1723,20.310690039000065,105.02995591100004,0,0.0883,0.09965,0.1288
1724,20.310493406000035,105.03007452000008,0,0.061,0.09865,0.1252
1725,20.31067481200005,105.02984079800008,0,0.0883,0.075,0.1117
1726,20.310181522000047,105.03086833100008,0,0.0747,0.0677,0.0772
1727,20.31046861100004,105.02978132100009,0,0.061,0.06195,0.0937
1728,20.310606379000035,105.03026714800006,0,0.061,0.07725,0.0939
1729,20.31027276800006,105.03059681600008,0,0.06705,0.0671,0.0807
1730,20.31059149200007,105.03078588700004,0,0.06705,0.0748,0.0884
1731,20.310747183000046,105.03105001600004,0,0.0764,0.08425,0.1146
1732,20.31025830800008,105.03009692100004,0,0.061,0.08055,0.10005
1733,20.31060766500008,105.02973874100007,0,0.061,0.0501,0.07445
1734,20.31038404700007,105.03097890900004,0,0.0747,0.0631,0.07675
1735,20.31011730200004,105.03073585500005,0,0.06705,0.0751,0.0863
1736,20.31076276400006,105.03071615700009,0,0.09055,0.0747,0.09125
1737,20.310730959000068,105.03044324300004,0,0.09055,0.0671,0.08355
1738,20.31008918500004,105.03085355700004,0,0.0683,0.0812,0.1014
1739,20.310682246000056,105.03126534800003,0,0.0764,0.085,0.0917
1740,20.310562336000032,105.02994164700004,0,0.061,0.09405,0.1236
1741,20.31083811900004,105.03034168100004,0,0.09055,0.05275,0.0707
1742,20.310438288000057,105.03003177500004,0,0.061,0.07585,0.1027
1743,20.31062937500008,105.03037126500004,0,0.06705,0.083,0.1061
1744,20.310453123000052,105.02998545500007,0,0.061,0.07585,0.1027
1745,20.31039699100006,105.03018111400009,0,0.061,0.0999,0.1207
1746,20.310368356000023,105.03103929800004,0,0.0747,0.08455,0.1054
1747,20.310478453000037,105.03055758900004,0,0.06705,0.05375,0.0701
1748,20.310332241000022,105.03059655500005,0,0.06705,0.07785,0.0969
1749,20.310367342000063,105.02993141700004,0,0.061,0.0638,0.08385
1750,20.310749712000074,105.02980841000004,0,0.0883,0.0664,0.096
1751,20.31020304200007,105.03121328300004,0,0.0747,0.08655,0.1121
1752,20.31051627200003,105.03025102200009,0,0.061,0.07975,0.10225
1753,20.312063449000046,105.02948760800004,0,0.0929,0.1021,0.116
1754,20.311537910000027,105.02994087400003,0,0.14925,0.1856,0.1963
1755,20.311179544000023,105.03050481900004,0,0.1276,0.1649,0.1931
1756,20.312140241000066,105.02978928700009,0,0.11685,0.1234,0.1346
1757,20.31249432000004,105.02972857100008,0,0.0709,0.1709,0.2071
1758,20.311940682000056,105.02966706800004,0,0.0929,0.1101,0.1191
1759,20.31167625800004,105.03047607700006,0,0.1276,0.161,0.1776
1760,20.311845280000057,105.03057186600005,0,0.0954,0.1451,0.1661
1761,20.31172890300008,105.03010690600009,0,0.11685,0.141,0.1535
1762,20.31166429800004,105.02956715900008,0,0.1096,0.1279,0.1423
1763,20.31264522200007,105.02967750900008,0,0.0709,0.1797,0.192
1764,20.31184724900004,105.03010695600004,0,0.11685,0.1503,0.152
1765,20.31196268400004,105.02952900600008,0,0.0929,0.1941,0.2093
1766,20.31196611100006,105.02983138200004,0,0.11685,0.2051,0.222
1767,20.31135707900006,105.02985261800006,0,0.14925,0.1221,0.1444
1768,20.31186856200003,105.03028388300004,0,0.11685,0.139,0.148
1769,20.31140686300005,105.02980263400008,0,0.14925,0.175,0.2058
1770,20.312214244000074,105.02960609600008,0,0.0929,0.1616,0.1956
1771,20.311214455000027,105.03054272000008,0,0.1276,0.1649,0.1931
1772,20.311484001000053,105.02987847400004,0,0.14925,0.289,0.3049
1773,20.31264625900008,105.02972600900004,0,0.0709,0.1797,0.192
1774,20.312293744000044,105.02952284800004,0,0.0713,0.1671,0.1756
1775,20.311607912000056,105.02976516100004,0,0.14925,0.2763,0.2773
1776,20.31180815100004,105.02978685400006,0,0.11685,0.1995,0.2238
1777,20.311682779000023,105.03038577900008,0,0.1276,0.1448,0.1648
1778,20.311596731000066,105.03060932800008,0,0.1276,0.1336,0.161
1779,20.312028240000075,105.02958236600004,0,0.0929,0.1348,0.1581
1780,20.31140690100005,105.03000774300004,0,0.14925,0.2479,0.2669
1781,20.31125734900008,105.03031583200004,0,0.1276,0.1764,0.1853
1782,20.31143965300004,105.02934185500004,0,0.1096,0.3156,0.3502
1783,20.31172773100008,105.02979571100008,0,0.11685,0.1246,0.1573
1784,20.31185225300004,105.03038784100004,0,0.0954,0.1345,0.1451
1785,20.312063067000054,105.03015985500008,0,0.11685,0.1283,0.1414
1786,20.312013986000068,105.03041477400006,0,0.0954,0.1383,0.1864
1787,20.311634387000023,105.02964736800004,0,0.1096,0.1268,0.1379
1788,20.31129759500004,105.02955802000008,0,0.1096,0.1215,0.1328
1789,20.311895574000065,105.03065914300004,0,0.0954,0.1696,0.1814
1790,20.312127046000057,105.02958113800008,0,0.0929,0.09965,0.1084
1791,20.311913030000028,105.02949193100004,0,0.0929,0.187,0.1808
1792,20.31111485300005,105.03044599900004,0,0.09055,0.1998,0.2201
1793,20.311290197000066,105.03052052600005,0,0.1276,0.2787,0.308
1794,20.31153462800006,105.02968259700005,0,0.14925,0.2495,0.2766
1795,20.311822969000048,105.02997726600006,0,0.11685,0.1669,0.1777
1796,20.31171328300008,105.02954669400005,0,0.1096,0.1279,0.1423
1797,20.31132562600004,105.02995577400009,0,0.14925,0.1327,0.1653
1798,20.311654007000072,105.02997502900008,0,0.14925,0.1296,0.1521
1799,20.31210895500004,105.03000691000004,0,0.11685,0.06995,0.09125
1800,20.31128447500004,105.03038307100007,0,0.1276,0.2345,0.2531
1801,20.31197845500003,105.03046604500008,0,0.0954,0.1621,0.1641
1802,20.31152052500005,105.02934070900004,0,0.1096,0.2991,0.3144
1803,20.311472449000064,105.03038734200004,0,0.1276,0.1631,0.1782
1804,20.311348777000035,105.03043014700006,0,0.1276,0.2585,0.2827
1805,20.312005845000044,105.03033149900004,0,0.0954,0.1085,0.1183
1806,20.31216193000005,105.02987879700004,0,0.11685,0.0976,0.1124
1807,20.311680272000046,105.02980036300004,0,0.14925,0.1311,0.1463
1808,20.311589969000067,105.03018770300008,0,0.14925,0.1304,0.1459
1809,20.311485650000066,105.03059938400008,0,0.1276,0.1259,0.1443
1810,20.31146494500007,105.03054496900006,0,0.1276,0.1362,0.1564
1811,20.311819643000035,105.02952246800004,0,0.0929,0.196,0.2187
1812,20.311276073000045,105.02976015200004,0,0.14925,0.1335,0.1537
1813,20.311434478000024,105.03033505300004,0,0.1276,0.2803,0.2895
1814,20.31186398200004,105.03075554000009,0,0.0954,0.132,0.1521
1815,20.311601205000045,105.02936438100004,0,0.1096,0.2498,0.2609
1816,20.31146177500005,105.02994249000004,0,0.14925,0.289,0.3049
1817,20.31163911800008,105.02984012600004,0,0.14925,0.1311,0.1463
1818,20.312675032000072,105.02961762700004,0,0.0713,0.1588,0.1592
1819,20.31113724900007,105.03027134600006,0,0.0883,0.1724,0.2043
1820,20.31189554900004,105.03037561100004,0,0.0954,0.1345,0.1451
1821,20.31180672000005,105.02947405700009,0,0.0929,0.2589,0.2737
1822,20.311435431000064,105.03042433600008,0,0.1276,0.2717,0.2585
1823,20.311929186000043,105.02939221700008,0,0.0929,0.0717,0.0852
1824,20.31118151600004,105.03043628700004,0,0.1276,0.1587,0.185
1825,20.31156365800007,105.03014487400009,0,0.14925,0.1304,0.1459
1826,20.311686416000043,105.03021234500004,0,0.14925,0.1259,0.136
1827,20.31224450800005,105.02952461900009,0,0.0929,0.1233,0.1488
1828,20.311518663000072,105.03047908000008,0,0.1276,0.1542,0.1718
1829,20.31191533700008,105.02992846600004,0,0.11685,0.1635,0.1822
1830,20.31123902300004,105.03040446100005,0,0.1276,0.1587,0.185
1831,20.312193327000045,105.02974916300008,0,0.11685,0.1166,0.128
1832,20.311981427000035,105.02941491400009,0,0.0929,0.187,0.1808
1833,20.311777310000025,105.02971759500008,0,0.11685,0.1223,0.1455
1834,20.311782851000032,105.02984297000006,0,0.11685,0.1246,0.1573
1835,20.311318581000023,105.02968576900008,0,0.14925,0.1335,0.1537
1836,20.31257005000004,105.02954607900004,0,0.0713,0.0739,0.08305
1837,20.31151190600008,105.03015141000007,0,0.14925,0.2284,0.2355
1838,20.31166747100008,105.02992760800004,0,0.14925,0.17,0.1806
1839,20.312160749000043,105.02966014600008,0,0.0929,0.1264,0.1286
1840,20.31149424600005,105.03021991200006,0,0.14925,0.1911,0.1995
1841,20.311761306000047,105.03066014200004,0,0.0954,0.1811,0.1764
1842,20.312593145000047,105.02973346500004,0,0.0709,0.2237,0.2449
1843,20.31212453200004,105.02990769400007,0,0.11685,0.0976,0.1124
1844,20.31151078800008,105.03006365800007,0,0.14925,0.2284,0.2355
1845,20.311326292000047,105.02947269300005,0,0.1096,0.1436,0.1451
1846,20.311816770000064,105.02942774900004,0,0.0929,0.2439,0.2596
1847,20.31272626300005,105.02959350800006,0,0.0713,0.0757,0.0978
1848,20.311154562000077,105.03022162100008,0,0.0883,0.1724,0.2043
1849,20.311677948000067,105.03010168400004,0,0.14925,0.1259,0.136
1850,20.31233555700004,105.02971332200008,0,0.0709,0.121,0.1453
1851,20.312053681000062,105.02967969900004,0,0.11685,0.1235,0.1387
1852,20.31133570500004,105.03013416700009,0,0.14925,0.1607,0.1884
1853,20.31188340500006,105.02981981400006,0,0.11685,0.1995,0.2238
1854,20.31245588500008,105.02956523400007,0,0.0713,0.08585,0.09075
1855,20.311367252000025,105.02955192500008,0,0.1096,0.1089,0.1187
1856,20.311549968000065,105.03038928500006,0,0.1276,0.1383,0.1553
1857,20.31146377700003,105.03006311200004,0,0.14925,0.2284,0.2355
1858,20.312028287000032,105.02976689500008,0,0.11685,0.172,0.1835
1859,20.311323409000067,105.02981040400005,0,0.14925,0.1221,0.1444
1860,20.31115651300007,105.03007715600006,0,0.0883,0.1179,0.1411
1861,20.311385900000065,105.03034818600008,0,0.1276,0.2803,0.2895
1862,20.31182105100004,105.03035418200004,0,0.0954,0.1345,0.1451
1863,20.31175372800004,105.03031667100004,0,0.0954,0.1521,0.1734
1864,20.31184497600003,105.03069009500004,0,0.0954,0.1696,0.1932
1865,20.311373299000024,105.02932946700008,0,0.1096,0.3156,0.3502
1866,20.311220107000054,105.02948593300005,0,0.1096,0.1134,0.107
1867,20.311118375000035,105.03052244000008,0,0.09055,0.1651,0.1748
1868,20.31194895800008,105.03031937500003,0,0.0954,0.1434,0.1536
1869,20.311598220000064,105.02970913100006,0,0.14925,0.2763,0.2773
1870,20.31133213600004,105.02963044800003,0,0.1096,0.1414,0.1655
1871,20.311833526000044,105.02973697600004,0,0.11685,0.1785,0.1978
1872,20.312095806000052,105.02943034900004,0,0.0929,0.06225,0.0756
1873,20.311805287000027,105.02957843200004,0,0.0929,0.1552,0.1769
1874,20.311949371000026,105.02989474800006,0,0.11685,0.1635,0.1822
1875,20.31165363900004,105.02949249500004,0,0.1096,0.2813,0.2911
1876,20.311637586000074,105.03035020500003,0,0.1276,0.1448,0.1648
1877,20.311914672000057,105.02943631800008,0,0.0929,0.187,0.1808
1878,20.31171023800005,105.02941761900009,0,0.1096,0.2813,0.2911
1879,20.311269654000057,105.02945161800004,0,0.1096,0.1436,0.1451
1880,20.312382674000048,105.02957381500003,0,0.0713,0.1373,0.1414
1881,20.311300893000062,105.03058390900009,0,0.1276,0.1988,0.2199
1882,20.312573549000035,105.02968651000003,0,0.0709,0.2237,0.2449
1883,20.312656540000035,105.02955468000005,0,0.0713,0.0669,0.07925
1884,20.31231349300004,105.02965600200008,0,0.0713,0.2412,0.2635
1885,20.312041210000075,105.03036054100004,0,0.0954,0.1085,0.1183
1886,20.312140166000063,105.02950579800005,0,0.0929,0.09965,0.1084
1887,20.312743427000044,105.02972716200009,0,0.0709,0.08295,0.1044
1888,20.31158178900005,105.03043219800009,0,0.1276,0.1679,0.176
1889,20.303250597000044,105.02071165700004,0,0.0483,0.0544,0.0709
1890,20.303674119000046,105.02052156100008,0,0.05475,0.05535,0.07485
1891,20.30207908600005,105.02053831400008,0,0.0428,0.0807,0.0992
1892,20.30413262600007,105.02046350900008,0,0.05285,0.08065,0.08815
1893,20.30243617000008,105.02009217900007,0,0.0535,0.05645,0.0687
1894,20.302128638000056,105.02059793000006,0,0.0428,0.079,0.09405
1895,20.303998094000065,105.02068742100003,0,0.05475,0.0656,0.0803
1896,20.30319744200005,105.02066846700006,0,0.0483,0.0591,0.0693
1897,20.30361131600005,105.02011038200004,0,0.05255,0.0522,0.0619
1898,20.30246908200008,105.02040078200008,0,0.0535,0.09705,0.1242
1899,20.30323634300004,105.02034406900005,0,0.05255,0.07615,0.10045
1900,20.303171303000056,105.02001600000004,0,0.05255,0.04835,0.068
1901,20.302484149000065,105.02045691000006,0,0.0535,0.0759,0.0983
1902,20.303827803000047,105.02023587200004,0,0.05285,0.04105,0.0592
1903,20.30386083900004,105.02042541900003,0,0.05285,0.08755,0.1045
1904,20.30268124500003,105.02050142100006,0,0.05395,0.0644,0.08365
1905,20.303523662000032,105.02022600800008,0,0.05255,0.05175,0.0644
1906,20.303559723000035,105.02025453500003,0,0.05255,0.07735,0.08875
1907,20.30311388000007,105.02041074300008,0,0.05255,0.06915,0.0934
1908,20.301952224000047,105.02012561200009,0,0.05755,0.09045,0.124
1909,20.30330401500004,105.02072857700004,0,0.0483,0.04985,0.0595
1910,20.30301952900004,105.02035278800008,0,0.05395,0.08485,0.1048
1911,20.303845713000044,105.02057530900004,0,0.05475,0.09195,0.1077
1912,20.302890389000027,105.02073350000006,0,0.04615,0.0645,0.0773
1913,20.30338423200004,105.02062234400006,0,0.0483,0.08355,0.095
1914,20.30289824100004,105.02062763300006,0,0.04615,0.07235,0.0909
1915,20.303024892000053,105.02060396700004,0,0.04615,0.0865,0.09265
1916,20.30380288400005,105.02067635000007,0,0.05475,0.08075,0.0948
1917,20.302789327000028,105.02007884000004,0,0.05395,0.0544,0.0717
1918,20.303606282000032,105.02029424900007,0,0.05255,0.07735,0.08875
1919,20.302844907000065,105.02072238900008,0,0.04615,0.0645,0.0773
1920,20.302725573000032,105.02004249500004,0,0.05395,0.0513,0.0659
1921,20.301890741000022,105.02024561700004,0,0.05755,0.0979,0.1182
1922,20.302551690000037,105.02038715000003,0,0.0535,0.09705,0.1242
1923,20.302477443000043,105.02035008700004,0,0.0535,0.09705,0.1242
1924,20.30309839800003,105.02049171800007,0,0.05255,0.0647,0.0816
1925,20.301967835000028,105.02006182400004,0,0.05755,0.09045,0.124
1926,20.302620272000077,105.01998324900006,0,0.05395,0.07205,0.0955
1927,20.30205875700005,105.02002624000004,0,0.0535,0.05775,0.079
1928,20.302619724000067,105.02056005800004,0,0.04615,0.0662,0.0668
1929,20.30241200600005,105.02000899600004,0,0.0535,0.05645,0.0687
1930,20.303398058000028,105.02002645200008,0,0.05255,0.04555,0.0626
1931,20.303253245000064,105.01998802700004,0,0.05255,0.0355,0.059
1932,20.303965867000045,105.02082643400009,0,0.05475,0.0682,0.0836
1933,20.303694913000072,105.02044660100006,0,0.05285,0.08705,0.1033
1934,20.303076431000022,105.02015796100004,0,0.05395,0.0818,0.09255
1935,20.302546634000063,105.02002327400004,0,0.0535,0.0746,0.0908
1936,20.30279726700008,105.02049848900003,0,0.05395,0.06415,0.08315
1937,20.303554290000022,105.02012481600008,0,0.05255,0.0522,0.0619
1938,20.30256793700005,105.02052131400006,0,0.04615,0.0662,0.0668
1939,20.303722021000056,105.02067229400006,0,0.05475,0.0776,0.08745
1940,20.302286236000043,105.02052298200005,0,0.0428,0.06265,0.0816
1941,20.30282894000004,105.02012276600004,0,0.05395,0.0509,0.07045
1942,20.302726552000024,105.02011637900004,0,0.05395,0.0513,0.0659
1943,20.30391413700005,105.02048156100004,0,0.05285,0.0942,0.1083
1944,20.30283275700004,105.02063275300009,0,0.04615,0.07235,0.0909
1945,20.30405567800005,105.02072508500004,0,0.05475,0.0694,0.08435
1946,20.303003543000045,105.02018853400004,0,0.05395,0.0818,0.09255
1947,20.30427370500007,105.02044801400008,0,0.04815,0.06625,0.0799
1948,20.301995754000075,105.02038782200005,0,0.05755,0.09265,0.112
1949,20.303767436000044,105.02039790900004,0,0.05285,0.0695,0.0834
1950,20.302106732000027,105.02027924100008,0,0.0535,0.0774,0.10025
1951,20.303854569000062,105.02035096900003,0,0.05285,0.07095,0.0819
1952,20.303476403000047,105.02019687600004,0,0.05255,0.05175,0.0644
1953,20.30303740500005,105.02047424000004,0,0.05395,0.0762,0.0909
1954,20.30332137100004,105.02026552800004,0,0.05255,0.05115,0.0662
1955,20.30289831300007,105.02054225200004,0,0.04615,0.076,0.088
1956,20.30361902100003,105.02063318700004,0,0.0483,0.0755,0.0861
1957,20.30237780100004,105.02043976500003,0,0.0535,0.0649,0.0875
1958,20.302335166000034,105.02001174400004,0,0.0535,0.0509,0.0641
1959,20.303961413000025,105.02014831200006,0,0.05285,0.034,0.05155
1960,20.303187142000077,105.02010359700004,0,0.05255,0.0355,0.059
1961,20.30297322800004,105.02003835800008,0,0.05395,0.069,0.084
1962,20.302890427000023,105.02000265600007,0,0.05395,0.0509,0.07045
1963,20.302036410000028,105.02020713700004,0,0.0535,0.0701,0.087
1964,20.30415636900005,105.02037766100004,0,0.05285,0.07525,0.0871
1965,20.303435352000065,105.02071403100004,0,0.0483,0.06115,0.0738
1966,20.303410886000048,105.02017948600007,0,0.05255,0.04455,0.0564
1967,20.303335772000025,105.02046335300008,0,0.05255,0.0825,0.1044
1968,20.303369416000063,105.02043293800004,0,0.05255,0.05845,0.0819
1969,20.304055719000075,105.02046461000003,0,0.05285,0.0945,0.1048
1970,20.30340261300006,105.02008654700006,0,0.05255,0.04555,0.0626
1971,20.30415986400004,105.02072159400008,0,0.05475,0.07,0.0802
1972,20.302008989000058,105.02011096200005,0,0.05755,0.09045,0.124
1973,20.303402813000048,105.02023108100008,0,0.05255,0.04455,0.0564
1974,20.302678370000024,105.02019514200003,0,0.05395,0.06915,0.0789
1975,20.302422071000024,105.02049855600006,0,0.0535,0.0649,0.0875
1976,20.30330626800003,105.02067909600004,0,0.0483,0.0618,0.07175
1977,20.30236303000004,105.02054775800008,0,0.0428,0.06265,0.0816
1978,20.30264140400004,105.02007770300008,0,0.05395,0.07205,0.0955
1979,20.302757692000057,105.02027786100004,0,0.05395,0.0948,0.0954
1980,20.30359728900004,105.02022443100007,0,0.05255,0.06485,0.07555
1981,20.30405867900004,105.02080689800005,0,0.05475,0.0853,0.0989
1982,20.302918893000022,105.02036490000006,0,0.05395,0.1033,0.1285
1983,20.30289030400008,105.02011767400006,0,0.05395,0.0509,0.07045
1984,20.302961485000026,105.02049185300008,0,0.05395,0.0945,0.1116
1985,20.302967498000044,105.02015198500004,0,0.05395,0.069,0.084
1986,20.30380399200004,105.02060479400006,0,0.05475,0.08075,0.0948
1987,20.302530809000075,105.02043222600008,0,0.0535,0.0759,0.0983
1988,20.304086399000028,105.02059603500004,0,0.05475,0.0959,0.1169
1989,20.30362735600005,105.02044060900003,0,0.05255,0.08325,0.1028
1990,20.30391585700005,105.02072336800006,0,0.05475,0.0891,0.1005
1991,20.30360592300008,105.02039546400005,0,0.05255,0.0849,0.0993
1992,20.30229975400005,105.02018346500004,0,0.0535,0.0758,0.0816
