label,Long,Lat,B2,B3,B4,B5,B8,B8A,B11,B12
rice paddy,105.66095850000004,19.73651136700005,0.0525,0.07855,0.06845,0.106,0.24535,0.28135,0.14865,0.0742
rice paddy,105.66043917900004,19.734757930000058,0.047,0.07615,0.06355,0.1179,0.28395,0.3064,0.14765,0.07335
rice paddy,105.66089317600004,19.73582668900008,0.0482,0.0801,0.06645,0.1147,0.30245,0.28765,0.1512,0.07435
rice paddy,105.66019051700005,19.73469397900004,0.04905,0.0792,0.0641,0.11665,0.2987,0.3139,0.16835,0.08135
rice paddy,105.66014060600008,19.73573030500006,0.0492,0.08,0.0709,0.114,0.25305,0.26455,0.15015,0.0746
rice paddy,105.66060222400004,19.736361147000025,0.05555,0.0759,0.0708,0.11225,0.25935,0.27475,0.15745,0.08015
rice paddy,105.66099670300008,19.73602643700008,0.04705,0.07715,0.06545,0.1108,0.26265,0.2808,0.14895,0.0743
rice paddy,105.66093055900006,19.73593145700005,0.04755,0.0785,0.0659,0.1147,0.2612,0.28765,0.1512,0.07435
rice paddy,105.66096433200003,19.73473935600004,0.05445,0.08405,0.0729,0.122,0.2833,0.3028,0.1524,0.0738
rice paddy,105.66104183100003,19.73473649300007,0.0522,0.0838,0.06685,0.1186,0.29605,0.2998,0.1543,0.0751
rice paddy,105.66023949700008,19.736363793000063,0.0497,0.07695,0.0697,0.1136,0.23345,0.26525,0.15495,0.08195
rice paddy,105.65984899200004,19.73527175600003,0.05295,0.0755,0.0726,0.1115,0.2777,0.2917,0.15535,0.0766
rice paddy,105.66044570900004,19.735070305000026,0.05155,0.07905,0.0706,0.11855,0.2758,0.3081,0.147,0.0778
rice paddy,105.65965017600008,19.735357474000068,0.0514,0.0791,0.0683,0.12325,0.3053,0.31305,0.1759,0.0974
rice paddy,105.65989715400008,19.73543162200008,0.0505,0.0761,0.0678,0.1115,0.2811,0.2917,0.15535,0.0766
rice paddy,105.66107752800008,19.73451540800005,0.0554,0.08485,0.0665,0.11875,0.2989,0.332,0.15745,0.0792
rice paddy,105.66113958800008,19.73466972100005,0.0526,0.0849,0.0688,0.1225,0.28755,0.29955,0.1603,0.0779
rice paddy,105.66136945400008,19.734971749000067,0.0514,0.0822,0.0728,0.1126,0.2576,0.27965,0.14965,0.0749
rice paddy,105.66084033700008,19.73538808400008,0.04795,0.0766,0.0692,0.11315,0.273,0.29435,0.1478,0.07605
rice paddy,105.66004715700006,19.734831679000024,0.0518,0.07785,0.0753,0.11365,0.27355,0.29335,0.1675,0.08075
rice paddy,105.65944127800007,19.73592068800008,0.04835,0.07685,0.071,0.12225,0.27965,0.27415,0.18755,0.113
rice paddy,105.66113334900004,19.73625342400004,0.04875,0.0719,0.0668,0.0977,0.2671,0.2854,0.15175,0.0744
rice paddy,105.66091404300003,19.73483411500007,0.0537,0.0836,0.0735,0.122,0.2792,0.3028,0.1524,0.0738
rice paddy,105.65995885100004,19.73581955800006,0.0504,0.0784,0.0738,0.1088,0.2425,0.2841,0.1595,0.07875
rice paddy,105.65947167300004,19.73612181600004,0.04875,0.0746,0.06765,0.1158,0.31255,0.2823,0.1884,0.1114
rice paddy,105.66052413700004,19.73451246200005,0.05965,0.0855,0.0782,0.1125,0.26215,0.29435,0.15185,0.0749
rice paddy,105.66046531700005,19.735083013000065,0.05155,0.07905,0.0706,0.11855,0.2758,0.3081,0.147,0.0778
rice paddy,105.66017462200004,19.736177939000072,0.05235,0.07605,0.07195,0.10195,0.24105,0.2695,0.14675,0.0715
rice paddy,105.66103019600008,19.73459007300005,0.05205,0.08495,0.0641,0.1225,0.2799,0.29955,0.1603,0.0779
rice paddy,105.66069281000004,19.73546022100004,0.0474,0.0773,0.0645,0.1113,0.2826,0.28585,0.1413,0.0753
rice paddy,105.65959964200005,19.736075423000045,0.046,0.0714,0.07055,0.09895,0.29495,0.32835,0.1812,0.08825
rice paddy,105.66019244900008,19.735162071000047,0.05135,0.0786,0.0753,0.1205,0.2602,0.28505,0.1495,0.07505
rice paddy,105.66064798100004,19.73535408700008,0.0466,0.07295,0.0633,0.1109,0.3195,0.2976,0.15545,0.0774
rice paddy,105.66089163100008,19.73548742500003,0.0535,0.07845,0.0771,0.1133,0.2552,0.27745,0.14915,0.07475
rice paddy,105.66127572100004,19.734614085000032,0.0595,0.0907,0.0752,0.1245,0.27885,0.30245,0.15555,0.07305
rice paddy,105.66122106500006,19.735982189000023,0.0502,0.08345,0.06305,0.11645,0.26255,0.2912,0.1514,0.07155
rice paddy,105.66040125800004,19.73587900900004,0.05225,0.08035,0.0723,0.1124,0.2592,0.27425,0.14765,0.07205
rice paddy,105.66020210000003,19.73595880600004,0.05365,0.07665,0.0742,0.10795,0.24915,0.2666,0.1481,0.0732
rice paddy,105.66092211400009,19.735865903000047,0.04795,0.078,0.0658,0.1147,0.2771,0.28765,0.1512,0.07435
rice paddy,105.66018250800003,19.735817560000044,0.0521,0.0781,0.07345,0.10795,0.2452,0.2666,0.1481,0.0732
rice paddy,105.66053366400008,19.73587359400005,0.0535,0.0771,0.07345,0.109,0.29245,0.2886,0.14915,0.07065
rice paddy,105.66075320400005,19.73521037800004,0.05525,0.0808,0.0765,0.1198,0.2748,0.30355,0.1485,0.08065
rice paddy,105.66040216100004,19.73467166800004,0.05405,0.079,0.07045,0.11375,0.2781,0.2893,0.14835,0.0715
rice paddy,105.66015632200003,19.73461302200008,0.0528,0.0846,0.0697,0.11665,0.2955,0.3139,0.16835,0.08135
rice paddy,105.66118086300008,19.73569879700005,0.0475,0.0802,0.06825,0.1122,0.2821,0.29,0.15075,0.0728
rice paddy,105.66085833700004,19.73479217300008,0.0547,0.0845,0.0731,0.122,0.29475,0.3028,0.1524,0.0738
rice paddy,105.66072126600004,19.736316419000048,0.05245,0.07755,0.06995,0.106,0.2591,0.2706,0.14565,0.0695
rice paddy,105.66148390800004,19.734476299000047,0.05705,0.08445,0.0707,0.11805,0.2999,0.31855,0.1566,0.0795
rice paddy,105.66099362700004,19.73599465500008,0.04705,0.07715,0.06545,0.1108,0.26265,0.2808,0.14895,0.0743
rice paddy,105.66060260000006,19.734996761000048,0.053,0.0801,0.0694,0.11855,0.29435,0.3081,0.147,0.0778
rice paddy,105.66016291400004,19.734670617000063,0.04905,0.0792,0.0641,0.11665,0.2987,0.3139,0.16835,0.08135
rice paddy,105.66040978300003,19.73441828200004,0.0527,0.0837,0.0731,0.1125,0.2776,0.29435,0.15185,0.0749
rice paddy,105.66130626300009,19.735448505000026,0.05555,0.07995,0.0708,0.10995,0.2339,0.2802,0.1527,0.07335
rice paddy,105.66119141500008,19.73535890100004,0.05335,0.08105,0.0727,0.1098,0.24905,0.2752,0.1432,0.07075
rice paddy,105.66099202500004,19.734755604000043,0.05445,0.08405,0.0729,0.122,0.2833,0.3028,0.1524,0.0738
rice paddy,105.65989990100007,19.73497247900008,0.05825,0.08055,0.0837,0.11405,0.26235,0.28655,0.1763,0.08455
rice paddy,105.65952557300004,19.73582602600004,0.048,0.0756,0.06615,0.10785,0.28345,0.3104,0.17975,0.09225
rice paddy,105.65959567500003,19.73619456900008,0.04765,0.0708,0.0661,0.0963,0.3318,0.35185,0.1827,0.09135
rice paddy,105.66251074400007,19.73876613300008,0.0588,0.0904,0.0746,0.1295,0.2388,0.2606,0.15495,0.08305
rice paddy,105.66369464100006,19.73722366200008,0.0643,0.0918,0.0957,0.1323,0.26105,0.2822,0.17865,0.0986
rice paddy,105.66339501600004,19.738063699000065,0.0712,0.09435,0.08715,0.1202,0.2825,0.3162,0.17465,0.09185
rice paddy,105.66282872100004,19.73839246200004,0.062,0.0912,0.074,0.1341,0.27525,0.2907,0.17345,0.09255
rice paddy,105.66378931500007,19.738138882000044,0.05785,0.08665,0.075,0.1169,0.3009,0.3018,0.1738,0.09225
rice paddy,105.66303124900008,19.738562347000027,0.0595,0.088,0.0746,0.1274,0.24355,0.266,0.16325,0.08995
rice paddy,105.66223854000005,19.739527518000045,0.0617,0.09245,0.07205,0.1307,0.27935,0.3162,0.1686,0.0896
rice paddy,105.66357448100004,19.737572229000023,0.05995,0.09195,0.07435,0.12365,0.2814,0.29545,0.16075,0.08935
rice paddy,105.66205720800008,19.73960281500007,0.0633,0.0955,0.0753,0.12725,0.24645,0.27565,0.15925,0.0876
rice paddy,105.66275897500007,19.738204350000046,0.0624,0.0993,0.08245,0.1288,0.3061,0.3245,0.1823,0.09625
rice paddy,105.66271746100004,19.73910989600005,0.06215,0.09075,0.077,0.12635,0.27175,0.28335,0.1602,0.08665
rice paddy,105.66390715100005,19.73783835300003,0.0641,0.0868,0.08575,0.1137,0.2898,0.27945,0.16475,0.08895
rice paddy,105.66267343500004,19.738954420000027,0.063,0.0914,0.0778,0.13075,0.26525,0.27315,0.15515,0.08405
rice paddy,105.66392532700009,19.737496382000074,0.0682,0.0905,0.09205,0.1202,0.26295,0.28095,0.1665,0.09675
rice paddy,105.66256170400004,19.73889269800003,0.0651,0.09485,0.0832,0.13075,0.2497,0.27315,0.15515,0.08405
rice paddy,105.66284222400007,19.73832844500004,0.062,0.0912,0.074,0.1341,0.27525,0.2907,0.17345,0.09255
rice paddy,105.66286553800006,19.73838210400004,0.062,0.0912,0.074,0.1341,0.27525,0.2907,0.17345,0.09255
rice paddy,105.66388647400004,19.73774460000004,0.0612,0.0887,0.08545,0.11655,0.28105,0.29555,0.1642,0.0922
rice paddy,105.66343508300008,19.737998515000072,0.0655,0.09315,0.0821,0.1202,0.29615,0.3162,0.17465,0.09185
rice paddy,105.66374951500006,19.73788230300005,0.0581,0.08615,0.07585,0.1216,0.2891,0.311,0.1718,0.09145
rice paddy,105.66373320600007,19.73740023000005,0.0653,0.09005,0.0893,0.1248,0.2288,0.2637,0.15975,0.093
rice paddy,105.66337377000008,19.738439108000023,0.0614,0.08825,0.0719,0.11715,0.30085,0.31675,0.1717,0.095
rice paddy,105.66296213200008,19.738420576000067,0.0597,0.09045,0.07715,0.1222,0.24175,0.2728,0.16885,0.0891
rice paddy,105.66247308900004,19.73888392200007,0.0631,0.09525,0.08225,0.13035,0.25265,0.2704,0.15165,0.08305
rice paddy,105.66327367300003,19.73758013800005,0.05935,0.0916,0.0769,0.12655,0.289,0.29235,0.16945,0.09135
rice paddy,105.66193991300008,19.739817807000065,0.05945,0.0894,0.0712,0.12535,0.27755,0.3068,0.17305,0.0975
rice paddy,105.66345448200008,19.73787675000005,0.06285,0.0934,0.0771,0.12215,0.2884,0.3077,0.174,0.093
rice paddy,105.66387188500003,19.73737566200004,0.06555,0.08895,0.0906,0.1248,0.2385,0.2637,0.15975,0.093
rice paddy,105.66416100300006,19.737633877000064,0.06195,0.0906,0.08105,0.11685,0.243,0.25935,0.16175,0.0932
rice paddy,105.66356820700008,19.73725669200008,0.06305,0.0906,0.0904,0.12295,0.2593,0.27775,0.1622,0.0923
rice paddy,105.66315267600004,19.738326522000023,0.06115,0.0865,0.07,0.11855,0.26035,0.29415,0.16715,0.09055
rice paddy,105.66270432300009,19.73895086500005,0.06195,0.09365,0.08155,0.13075,0.24635,0.27315,0.15515,0.08405
rice paddy,105.66352373800004,19.73737160900004,0.0627,0.0905,0.08615,0.13105,0.2632,0.284,0.17435,0.0942
rice paddy,105.66311443800004,19.738607968000053,0.0517,0.08485,0.06755,0.11475,0.29295,0.32905,0.17065,0.09555
rice paddy,105.66240508900006,19.73918567600004,0.0615,0.0925,0.07465,0.12615,0.27605,0.28735,0.15655,0.08355
rice paddy,105.66332556700009,19.73773369900005,0.06235,0.09345,0.0766,0.12485,0.2998,0.3065,0.171,0.09315
rice paddy,105.66190561500008,19.739870302000043,0.0526,0.08325,0.072,0.12535,0.2932,0.3068,0.17305,0.0975
rice paddy,105.66379824600004,19.738011514000046,0.06045,0.08545,0.07775,0.1169,0.2763,0.3018,0.1738,0.09225
rice paddy,105.66338134000004,19.73798010900004,0.0655,0.09315,0.0821,0.1202,0.29615,0.3162,0.17465,0.09185
rice paddy,105.66192862000008,19.73995797500004,0.0505,0.08155,0.0687,0.1179,0.26675,0.30005,0.1719,0.09735
rice paddy,105.66293145100008,19.73899219200007,0.0594,0.0924,0.0794,0.1345,0.2651,0.2752,0.1777,0.10685
rice paddy,105.66229567700007,19.738768166000057,0.061,0.093,0.0803,0.1355,0.265,0.28925,0.17095,0.09395
rice paddy,105.66329489800006,19.73782525000007,0.0646,0.09885,0.0789,0.12215,0.29585,0.3077,0.174,0.093
rice paddy,105.66253493700005,19.739179499000045,0.05575,0.0901,0.0756,0.12615,0.2701,0.28735,0.15655,0.08355
rice paddy,105.66230294700004,19.74002266100007,0.04065,0.05985,0.04465,0.1014,0.24,0.2792,0.1582,0.08795
rice paddy,105.66336155800008,19.73804720400005,0.0655,0.09315,0.0821,0.1202,0.29615,0.3162,0.17465,0.09185
rice paddy,105.66359921700004,19.738144117000047,0.0674,0.0917,0.0853,0.1213,0.28315,0.3199,0.1738,0.0947
rice paddy,105.66287868000006,19.73839143300006,0.062,0.0912,0.074,0.1341,0.27525,0.2907,0.17345,0.09255
rice paddy,105.66397978800006,19.73768725700006,0.0639,0.0854,0.08755,0.11655,0.272,0.29555,0.1642,0.0922
rice paddy,105.66243328600008,19.739166450000027,0.0615,0.0925,0.07465,0.12615,0.27605,0.28735,0.15655,0.08355
rice paddy,105.66263339600005,19.738638836000064,0.062,0.091,0.0775,0.1308,0.2413,0.25655,0.1547,0.08415
rice paddy,105.66353312300004,19.737264951000043,0.06305,0.0906,0.0904,0.12295,0.2593,0.27775,0.1622,0.0923
rice paddy,105.66373838800008,19.73825285700008,0.0585,0.0812,0.0855,0.1074,0.31225,0.31055,0.171,0.0939
rice paddy,105.66309863800006,19.738189920000025,0.0623,0.09545,0.0755,0.12185,0.27085,0.2988,0.1718,0.0917
rice paddy,105.66227736300004,19.738782668000056,0.06315,0.09315,0.0797,0.1355,0.2595,0.28925,0.17095,0.09395
rice paddy,105.66321016800003,19.738034268000035,0.0716,0.09685,0.0869,0.12205,0.2823,0.3105,0.1704,0.0921
rice paddy,105.66371947100004,19.737475050000057,0.0655,0.0902,0.08775,0.1183,0.2453,0.2817,0.15725,0.0896
rice paddy,105.66294281700004,19.738932374000058,0.0574,0.0923,0.0754,0.1345,0.2602,0.2752,0.1777,0.10685
rice paddy,105.66365679400008,19.737811469000064,0.0614,0.0925,0.07455,0.12375,0.28485,0.3076,0.17315,0.092
rice paddy,105.66293422900009,19.738068035000023,0.06615,0.0996,0.0774,0.1271,0.30005,0.31175,0.17605,0.0923
rice paddy,105.66193908900004,19.739803920000043,0.05945,0.0894,0.0712,0.12535,0.27755,0.3068,0.17305,0.0975
rice paddy,105.66335885600004,19.737453497000047,0.0602,0.0882,0.084,0.12655,0.27405,0.29235,0.16945,0.09135
rice paddy,105.66326916700008,19.73866868000005,0.0535,0.07685,0.06805,0.11475,0.34015,0.32905,0.17065,0.09555
rice paddy,105.66320732900004,19.73835722900004,0.0614,0.0887,0.0704,0.11855,0.27475,0.29415,0.16715,0.09055
rice paddy,105.66295664000006,19.738629060000047,0.0585,0.0925,0.0748,0.1274,0.2594,0.266,0.16325,0.08995
rice paddy,105.66332974300008,19.738590881000047,0.0557,0.085,0.0683,0.11475,0.322,0.32905,0.17065,0.09555
rice paddy,105.66326133300004,19.73807815500004,0.0712,0.09435,0.08715,0.1202,0.2825,0.3162,0.17465,0.09185
rice paddy,105.66335760400004,19.73775175000003,0.06235,0.09345,0.0766,0.12485,0.2998,0.3065,0.171,0.09315
rice paddy,105.66358307700004,19.73753685100008,0.05995,0.09195,0.07435,0.12365,0.2814,0.29545,0.16075,0.08935
rice paddy,105.66205005400008,19.74022945400004,0.05285,0.0802,0.069,0.1214,0.2803,0.2887,0.1725,0.10955
rice paddy,105.66320144800004,19.737777744000027,0.0657,0.0957,0.08565,0.12655,0.28475,0.31,0.17825,0.09575
rice paddy,105.66352744400004,19.737830853000048,0.0624,0.0938,0.0736,0.12375,0.29145,0.3076,0.17315,0.092
rice paddy,105.66382715700009,19.73729472600008,0.0672,0.0918,0.0945,0.1248,0.25775,0.2637,0.15975,0.093
rice paddy,105.66225776200008,19.73967844700008,0.05635,0.0846,0.0706,0.12065,0.2567,0.2685,0.16165,0.09145
rice paddy,105.66318397700007,19.737679607000075,0.0627,0.0923,0.08815,0.12655,0.2934,0.31,0.17825,0.09575
rice paddy,105.66205285000008,19.73991698500004,0.05525,0.08485,0.07035,0.1229,0.2762,0.2865,0.1608,0.0898
rice paddy,105.66358791600004,19.73767368900008,0.05845,0.0899,0.07385,0.12495,0.28585,0.3071,0.1671,0.09035
rice paddy,105.66339842100004,19.737522527000067,0.05935,0.0916,0.0769,0.12655,0.289,0.29235,0.16945,0.09135
rice paddy,105.66386315500004,19.73727319700004,0.0672,0.0918,0.0945,0.1248,0.25775,0.2637,0.15975,0.093
rice paddy,105.66345689100008,19.737782741000046,0.059,0.09145,0.0744,0.12485,0.28355,0.3065,0.171,0.09315
rice paddy,105.66377502700004,19.737496803000056,0.0655,0.0902,0.08775,0.1183,0.2453,0.2817,0.15725,0.0896
rice paddy,105.66206155000005,19.739827362000028,0.05935,0.0881,0.0736,0.1229,0.26775,0.2865,0.1608,0.0898
rice paddy,105.66389544700009,19.737938170000064,0.06325,0.0861,0.08345,0.1137,0.2824,0.27945,0.16475,0.08895
rice paddy,105.66331069300008,19.737685570000053,0.05965,0.0905,0.0775,0.12485,0.28995,0.3065,0.171,0.09315
rice paddy,105.66353942900008,19.737598597000044,0.05995,0.09195,0.07435,0.12365,0.2814,0.29545,0.16075,0.08935
rice paddy,105.66341086500006,19.738525555000024,0.05705,0.08455,0.0686,0.11965,0.3176,0.33445,0.18215,0.10865
rice paddy,105.66249698200004,19.73925530800005,0.0611,0.09185,0.0739,0.12955,0.28805,0.3232,0.16905,0.08885
rice paddy,105.66352912700006,19.737396328000045,0.06295,0.09295,0.08165,0.12295,0.265,0.27775,0.1622,0.0923
rice paddy,105.66281975500004,19.738287823000064,0.06085,0.09495,0.07665,0.1288,0.2964,0.3245,0.1823,0.09625
rice paddy,105.66312330300008,19.738740161000067,0.0553,0.0993,0.07095,0.12745,0.31015,0.3417,0.18925,0.10975
rice paddy,105.66199940700004,19.73995728700004,0.0505,0.08155,0.0687,0.1179,0.26675,0.30005,0.1719,0.09735
rice paddy,105.66224090700004,19.73944534500004,0.0641,0.0974,0.0731,0.1307,0.2938,0.3162,0.1686,0.0896
rice paddy,105.66279034600008,19.73848869700004,0.06325,0.0952,0.07865,0.1341,0.2692,0.2907,0.17345,0.09255
rice paddy,105.66307514500004,19.73836386100004,0.05925,0.0868,0.0708,0.1222,0.2606,0.2728,0.16885,0.0891
rice paddy,105.66233314300004,19.73874024300005,0.061,0.093,0.0803,0.1355,0.265,0.28925,0.17095,0.09395
rice paddy,105.66339969900008,19.737889057000075,0.0638,0.0962,0.0771,0.12215,0.2915,0.3077,0.174,0.093
rice paddy,105.66253763900004,19.73917744100004,0.05575,0.0901,0.0756,0.12615,0.2701,0.28735,0.15655,0.08355
rice paddy,105.66210364500004,19.740155431000066,0.0561,0.08575,0.06895,0.1214,0.27325,0.2887,0.1725,0.10955
rice paddy,105.66310677000008,19.737935284000056,0.06845,0.0962,0.08435,0.12075,0.28445,0.30725,0.1736,0.093
rice paddy,105.66376812200008,19.738038150000023,0.05715,0.08715,0.07615,0.1169,0.2921,0.3018,0.1738,0.09225
rice paddy,105.65390144100007,19.70221973400004,0.0704,0.0959,0.0687,0.1485,0.2522,0.26785,0.19335,0.1033
rice paddy,105.65483244600004,19.70170193800004,0.05855,0.094,0.07205,0.1433,0.283,0.30275,0.1853,0.1001
rice paddy,105.65462835500004,19.70242306200004,0.07235,0.1017,0.07265,0.1433,0.23295,0.2568,0.18405,0.09575
rice paddy,105.65423603000004,19.70263354400004,0.0728,0.1053,0.0763,0.1573,0.28065,0.30005,0.20545,0.1184
rice paddy,105.65509236100009,19.702006837000056,0.06515,0.09745,0.07355,0.14095,0.2522,0.2761,0.1877,0.1018
rice paddy,105.65488215800008,19.702385468000045,0.06955,0.0928,0.07335,0.1355,0.2566,0.2763,0.1819,0.09735
rice paddy,105.65474031300003,19.701941216000023,0.0614,0.0949,0.0684,0.1407,0.2711,0.28815,0.1814,0.0971
rice paddy,105.65441707900004,19.70206884000004,0.0634,0.09665,0.07345,0.14685,0.2285,0.2445,0.1882,0.10065
rice paddy,105.65447524600006,19.701734284000054,0.05525,0.09,0.0747,0.1391,0.26895,0.27605,0.187,0.10215
rice paddy,105.65384615500004,19.702056957000025,0.0644,0.09445,0.0706,0.1445,0.2561,0.2616,0.1903,0.10175
rice paddy,105.65441165200008,19.70173964600008,0.05805,0.09235,0.08295,0.1391,0.2722,0.27605,0.187,0.10215
rice paddy,105.65492481500009,19.70162667300008,0.06375,0.096,0.0754,0.1378,0.2464,0.237,0.19205,0.1085
rice paddy,105.65445181500009,19.702321108000035,0.0726,0.1038,0.075,0.153,0.2328,0.2493,0.1883,0.09995
rice paddy,105.65410834800008,19.70234131100005,0.06825,0.0995,0.0688,0.1497,0.25525,0.26035,0.19465,0.10315
rice paddy,105.65510324200004,19.70191453600006,0.0634,0.096,0.0743,0.14095,0.2576,0.2761,0.1877,0.1018
rice paddy,105.65397142400008,19.702444178000064,0.067,0.0983,0.0677,0.14815,0.2697,0.29575,0.1992,0.1071
rice paddy,105.65387319700004,19.702002438000022,0.0598,0.0954,0.08145,0.13855,0.27215,0.2867,0.198,0.1123
rice paddy,105.65487718700004,19.70161338600008,0.0596,0.09325,0.0723,0.13965,0.27545,0.29825,0.19385,0.1081
rice paddy,105.65502685900007,19.70218902600004,0.06475,0.09695,0.0716,0.1457,0.2664,0.27555,0.1861,0.1012
rice paddy,105.65486929000008,19.702061800000024,0.0659,0.0964,0.07095,0.13875,0.2679,0.28125,0.178,0.0945
rice paddy,105.65471862300006,19.702478434000056,0.07135,0.097,0.0714,0.1433,0.24765,0.2568,0.18405,0.09575
rice paddy,105.65449660600008,19.702393020000045,0.0742,0.1045,0.0752,0.1503,0.22975,0.2543,0.1884,0.0989
rice paddy,105.65433661100008,19.702433100000064,0.0712,0.1017,0.0701,0.1524,0.25715,0.2851,0.19645,0.10255
rice paddy,105.65412826000004,19.702015787000047,0.06765,0.09835,0.07145,0.1431,0.2251,0.2632,0.19875,0.11025
rice paddy,105.65478698300006,19.701877964000065,0.0567,0.0938,0.0717,0.1407,0.27305,0.28815,0.1814,0.0971
rice paddy,105.65417723300004,19.702392568000047,0.0672,0.10295,0.0689,0.1503,0.27675,0.2925,0.20205,0.10645
rice paddy,105.65400989200003,19.70203983600004,0.068,0.0977,0.0704,0.14905,0.2259,0.2416,0.19205,0.1013
rice paddy,105.65414525700004,19.70204701400008,0.06625,0.0991,0.0708,0.14905,0.22135,0.2416,0.19205,0.1013
rice paddy,105.65434440100006,19.70231592600004,0.0682,0.09935,0.0711,0.14505,0.241,0.2552,0.19165,0.1019
rice paddy,105.65451570700009,19.70178298700005,0.05605,0.0894,0.07585,0.1391,0.2443,0.27605,0.187,0.10215
rice paddy,105.65456103300004,19.70250778700005,0.0732,0.0995,0.07055,0.1433,0.2355,0.2568,0.18405,0.09575
rice paddy,105.65411729000004,19.702565310000068,0.06785,0.1035,0.0734,0.1503,0.2757,0.2925,0.20205,0.10645
rice paddy,105.65505040400006,19.70188995700005,0.06445,0.0964,0.0723,0.14095,0.2696,0.2761,0.1877,0.1018
rice paddy,105.65471233800008,19.70174512000005,0.0565,0.09095,0.07185,0.13325,0.2824,0.28835,0.1831,0.0967
rice paddy,105.65426287600008,19.70224035500007,0.0665,0.09455,0.07355,0.14505,0.2355,0.2552,0.19165,0.1019
rice paddy,105.65429588400008,19.70196539900008,0.0668,0.09925,0.0722,0.15055,0.23025,0.24645,0.1945,0.1065
rice paddy,105.65461534500008,19.70236926500008,0.07025,0.09865,0.07075,0.1413,0.2396,0.2625,0.18075,0.09435
rice paddy,105.65457213300004,19.70243935600007,0.07235,0.1017,0.07265,0.1433,0.23295,0.2568,0.18405,0.09575
rice paddy,105.65405509800009,19.70249528500005,0.0696,0.099,0.0786,0.1503,0.2781,0.2925,0.20205,0.10645
rice paddy,105.65480230800004,19.702250848000062,0.06675,0.0909,0.07175,0.1355,0.25665,0.2763,0.1819,0.09735
rice paddy,105.65413996800004,19.702048921000028,0.06625,0.0991,0.0708,0.14905,0.22135,0.2416,0.19205,0.1013
rice paddy,105.65471219400006,19.70198184100008,0.0582,0.09215,0.0735,0.14045,0.2533,0.2633,0.1763,0.0946
rice paddy,105.65435966200003,19.701846095000064,0.0557,0.091,0.0789,0.13375,0.2521,0.2997,0.19785,0.1089
rice paddy,105.65441382800007,19.702394269000024,0.07345,0.10015,0.0738,0.1503,0.2372,0.2543,0.1884,0.0989
rice paddy,105.65452640900008,19.70182927400004,0.05605,0.0894,0.07585,0.1391,0.2443,0.27605,0.187,0.10215
rice paddy,105.65388453700004,19.702200231000063,0.068,0.0961,0.0693,0.1445,0.247,0.2616,0.1903,0.10175
rice paddy,105.65439826400006,19.70265954000008,0.06865,0.1012,0.07525,0.1461,0.2812,0.28605,0.19665,0.10255
rice paddy,105.65422761300005,19.70216686400005,0.0672,0.09755,0.0704,0.14635,0.231,0.2373,0.1919,0.10005
rice paddy,105.65468537300006,19.70163021700005,0.05575,0.0891,0.07265,0.1377,0.2884,0.3002,0.19415,0.1098
rice paddy,105.65486912700004,19.70197547700008,0.06475,0.09635,0.07135,0.1407,0.26905,0.28815,0.1814,0.0971
rice paddy,105.65471510800006,19.702181420000045,0.0669,0.09315,0.0728,0.13855,0.2484,0.26325,0.1776,0.09465
rice paddy,105.65451422300004,19.702406388000043,0.0742,0.1045,0.0752,0.1503,0.22975,0.2543,0.1884,0.0989
rice paddy,105.65427398600008,19.70272127900005,0.07325,0.1064,0.07845,0.1573,0.2777,0.30005,0.20545,0.1184
rice paddy,105.65411160500008,19.702212519000057,0.0678,0.09675,0.06915,0.1497,0.23565,0.26035,0.19465,0.10315
rice paddy,105.65487731900004,19.701556640000035,0.0607,0.09595,0.0758,0.13965,0.258,0.29825,0.19385,0.1081
rice paddy,105.65425059200004,19.702188363000065,0.0672,0.09755,0.0704,0.14635,0.231,0.2373,0.1919,0.10005
rice paddy,105.65430308800006,19.702028777000063,0.0668,0.09925,0.0722,0.15055,0.23025,0.24645,0.1945,0.1065
rice paddy,105.65436768500004,19.702379749000045,0.0726,0.1038,0.075,0.153,0.2328,0.2493,0.1883,0.09995
rice paddy,105.65441274700004,19.70249123600007,0.0709,0.0992,0.0719,0.1503,0.2521,0.2543,0.1884,0.0989
rice paddy,105.65484334700004,19.70182485700008,0.05795,0.09395,0.07125,0.1433,0.28325,0.30275,0.1853,0.1001
rice paddy,105.65501457600004,19.702025661000047,0.06485,0.0972,0.07445,0.14095,0.2607,0.2761,0.1877,0.1018
rice paddy,105.65496489500003,19.702282854000032,0.06915,0.0945,0.0712,0.14465,0.2705,0.2876,0.18635,0.1007
rice paddy,105.65400202600004,19.702238075000025,0.06785,0.1043,0.0721,0.1485,0.2469,0.26785,0.19335,0.1033
rice paddy,105.65450556000008,19.70261553000006,0.0686,0.09695,0.0667,0.1461,0.2538,0.28605,0.19665,0.10255
rice paddy,105.65462754800006,19.702233617000047,0.06935,0.096,0.06845,0.1413,0.24525,0.2625,0.18075,0.09435
rice paddy,105.65512933300003,19.70187708700007,0.0634,0.096,0.0743,0.14095,0.2576,0.2761,0.1877,0.1018
rice paddy,105.65471616400004,19.701942361000025,0.0582,0.09215,0.0735,0.14045,0.2533,0.2633,0.1763,0.0946
rice paddy,105.65453520800008,19.702313057000023,0.07315,0.1053,0.0758,0.153,0.22925,0.2493,0.1883,0.09995
rice paddy,105.65456025300004,19.70210307000008,0.061,0.09365,0.0777,0.13855,0.2449,0.26325,0.1776,0.09465
