label,Long,Lat,B2,B3,B4,B5,B8,B8A,B11,B12
open water,105.66075087500008,20.14971592200004,0.0417,0.0828,0.0542,0.1232,0.3179,0.3643,0.199,0.1056
open water,105.66074536800004,20.14968406600008,0.0417,0.0828,0.0542,0.1232,0.3179,0.3643,0.199,0.1056
open water,105.66085313900004,20.14985758400008,0.046,0.0814,0.0595,0.1059,0.3188,0.3329,0.1868,0.0964
open water,105.66084822600004,20.14987573900004,0.046,0.0814,0.0595,0.1059,0.3188,0.3329,0.1868,0.0964
open water,105.66086608100004,20.14988605700006,0.046,0.0814,0.0595,0.1059,0.3188,0.3329,0.1868,0.0964
open water,105.66088423100004,20.14992144100006,0.046,0.0814,0.0595,0.1059,0.3188,0.3329,0.1868,0.0964
open water,105.66084698300004,20.149845890000048,0.046,0.0814,0.0595,0.1059,0.3188,0.3329,0.1868,0.0964
open water,105.66088015600008,20.149978697000048,0.043,0.0799,0.0586,0.1059,0.3112,0.3329,0.1868,0.0964
open water,105.66087617300008,20.14990061000003,0.046,0.0814,0.0595,0.1059,0.3188,0.3329,0.1868,0.0964
open water,105.66087700900005,20.149933748000024,0.043,0.0799,0.0586,0.1059,0.3112,0.3329,0.1868,0.0964
open water,105.66091592200009,20.15001749700008,0.043,0.0799,0.0586,0.1059,0.3112,0.3329,0.1868,0.0964
open water,105.66092778900008,20.14994811200006,0.0384,0.0696,0.049,0.1059,0.2734,0.3329,0.1868,0.0964
open water,105.66093770000003,20.149946381000063,0.0384,0.0696,0.049,0.1059,0.2734,0.3329,0.1868,0.0964
open water,105.66092105700004,20.15004321500004,0.0357,0.0761,0.0496,0.1058,0.3456,0.3474,0.1905,0.1007
open water,105.65245067800004,20.15324600400004,0.065,0.0979,0.0925,0.0891,0.0632,0.0509,0.0495,0.0323
open water,105.65214528500007,20.153784423000047,0.0648,0.1036,0.0816,0.0756,0.0469,0.054,0.046,0.0281
open water,105.65284800800003,20.152857598000026,0.0684,0.1128,0.0996,0.0797,0.056,0.0909,0.0718,0.0454
open water,105.65211936800004,20.153853976000047,0.0652,0.098,0.0847,0.0756,0.0467,0.054,0.046,0.0281
open water,105.65221318800008,20.15371444100004,0.0666,0.1038,0.0826,0.0747,0.0478,0.0551,0.0468,0.0316
open water,105.65310840000006,20.15227082800004,0.068,0.1004,0.0831,0.1124,0.0637,0.1403,0.1027,0.0622
open water,105.65305123000007,20.152532172000065,0.0625,0.1068,0.0932,0.0845,0.0677,0.0801,0.0708,0.0431
open water,105.65269381300004,20.15305519500004,0.0661,0.113,0.1004,0.0842,0.0584,0.064,0.051,0.0353
open water,105.65218288000004,20.153480254000044,0.0574,0.0855,0.0712,0.1044,0.1991,0.2982,0.1675,0.0865
open water,105.65218726600004,20.154096985000024,0.0665,0.0978,0.0854,0.0954,0.0493,0.1255,0.091,0.0511
open water,105.65250760000004,20.15307393300004,0.0661,0.0959,0.0818,0.0943,0.0576,0.0916,0.0653,0.035
open water,105.65236543600008,20.15412856600005,0.0668,0.099,0.077,0.066,0.0417,0.0331,0.0348,0.0227
open water,105.65223220400009,20.15350206100004,0.0639,0.1078,0.0918,0.0882,0.0805,0.1012,0.0733,0.0393
open water,105.65260229400008,20.152671379000022,0.0621,0.1032,0.0988,0.1034,0.1395,0.1033,0.0878,0.0612
open water,105.65219404700008,20.154148980000056,0.0665,0.0978,0.0854,0.0954,0.0493,0.1255,0.091,0.0511
open water,105.65196653900004,20.15387595800007,0.0628,0.096,0.0839,0.1102,0.1521,0.2548,0.1481,0.0844
open water,105.65300278500006,20.152283156000067,0.0642,0.1005,0.0902,0.1404,0.2049,0.2475,0.1858,0.1181
open water,105.65234594000005,20.154275191000067,0.0651,0.1012,0.0822,0.0772,0.0484,0.0714,0.0522,0.0309
open water,105.65287510500008,20.15256422500005,0.0664,0.1006,0.0855,0.1189,0.0624,0.1053,0.1028,0.0693
open water,105.65255989900004,20.153070823000064,0.0661,0.0959,0.0818,0.0943,0.0576,0.0916,0.0653,0.035
open water,105.65235316100006,20.15409461400004,0.0668,0.099,0.077,0.066,0.0417,0.0331,0.0348,0.0227
open water,105.65314639900004,20.152347125000063,0.068,0.1004,0.0831,0.1124,0.0637,0.1403,0.1027,0.0622
open water,105.65212159800006,20.15345108800005,0.0574,0.0855,0.0712,0.1044,0.1991,0.2982,0.1675,0.0865
open water,105.65205729700004,20.15407031500008,0.0655,0.0979,0.0896,0.0954,0.0909,0.1255,0.091,0.0511
open water,105.65199654700008,20.153865642000028,0.0628,0.096,0.0839,0.1102,0.1521,0.2548,0.1481,0.0844
open water,105.65246723000008,20.154229421000025,0.0645,0.0926,0.0662,0.0835,0.0582,0.1365,0.0896,0.054
open water,105.65239977600004,20.153092336000043,0.0597,0.093,0.0791,0.0943,0.068,0.0916,0.0653,0.035
open water,105.65229279000005,20.15386321200004,0.0662,0.0978,0.0814,0.0747,0.0452,0.0551,0.0468,0.0316
open water,105.65233312400004,20.153878354000028,0.0658,0.0938,0.0722,0.0747,0.0539,0.0551,0.0468,0.0316
open water,105.65300284700004,20.15227723700008,0.0642,0.1005,0.0902,0.1404,0.2049,0.2475,0.1858,0.1181
open water,105.65252283600006,20.152699132000063,0.057,0.0905,0.0847,0.1345,0.2565,0.2948,0.1752,0.1141
open water,105.65213626300005,20.15410894700005,0.0665,0.0978,0.0854,0.0954,0.0493,0.1255,0.091,0.0511
open water,105.65227410600004,20.15358686600007,0.065,0.1092,0.0903,0.074,0.0483,0.0507,0.0471,0.0288
open water,105.65283689100004,20.15281943200005,0.0684,0.1128,0.0996,0.0797,0.056,0.0909,0.0718,0.0454
open water,105.65273014300004,20.152892222000048,0.0681,0.1142,0.1044,0.0931,0.0632,0.0746,0.0597,0.0394
open water,105.65276882500008,20.15274219100008,0.0655,0.111,0.096,0.0886,0.0611,0.0752,0.0559,0.0334
open water,105.65297785800004,20.15235505600004,0.0642,0.1005,0.0902,0.1404,0.2049,0.2475,0.1858,0.1181
open water,105.65213902400006,20.154102686000044,0.0665,0.0978,0.0854,0.0954,0.0493,0.1255,0.091,0.0511
open water,105.65288097900007,20.152803353000024,0.0655,0.111,0.096,0.0886,0.0611,0.0752,0.0559,0.0334
open water,105.65236194600004,20.15403632700003,0.0656,0.0983,0.073,0.0735,0.0427,0.055,0.0404,0.0269
open water,105.65307102400004,20.15258559000005,0.0642,0.1088,0.0927,0.0929,0.0593,0.1362,0.0966,0.0611
open water,105.65288012600008,20.15249009300004,0.0664,0.1006,0.0855,0.1189,0.0624,0.1053,0.1028,0.0693
open water,105.65223989700009,20.153467308000074,0.0639,0.1078,0.0918,0.0882,0.0805,0.1012,0.0733,0.0393
open water,105.65279202200009,20.15259895500003,0.0664,0.1006,0.0855,0.1189,0.0624,0.1053,0.1028,0.0693
open water,105.65308383100006,20.152566500000034,0.0642,0.1088,0.0927,0.0929,0.0593,0.1362,0.0966,0.0611
open water,105.65266652500009,20.15317683200004,0.0621,0.1002,0.092,0.0968,0.0996,0.1121,0.0972,0.0705
open water,105.65251443600005,20.15293859800005,0.067,0.1092,0.093,0.1138,0.1042,0.2117,0.1284,0.0705
open water,105.65316082300006,20.152444840000044,0.0636,0.0963,0.0838,0.0845,0.0628,0.0801,0.0708,0.0431
open water,105.65236606500008,20.15324125500007,0.0646,0.0944,0.0808,0.1087,0.1035,0.1932,0.1122,0.0574
open water,105.65271707300008,20.15265517000006,0.0656,0.1068,0.0982,0.1034,0.0878,0.1033,0.0878,0.0612
open water,105.65303003500009,20.15242097200008,0.0678,0.1014,0.09,0.0845,0.0814,0.0801,0.0708,0.0431
open water,105.65255873300003,20.15332529000005,0.0713,0.1162,0.0952,0.0891,0.0554,0.0509,0.0495,0.0323
open water,105.65311152300006,20.15243489100004,0.0636,0.0963,0.0838,0.0845,0.0628,0.0801,0.0708,0.0431
open water,105.65254101100004,20.152812023000024,0.067,0.1086,0.0984,0.1138,0.1278,0.2117,0.1284,0.0705
open water,105.65264240900008,20.15282851100005,0.0691,0.1128,0.1034,0.0931,0.0999,0.0746,0.0597,0.0394
open water,105.65250325000004,20.153032592000045,0.0661,0.0959,0.0818,0.0943,0.0576,0.0916,0.0653,0.035
open water,105.65290013600008,20.15247065900008,0.0664,0.1006,0.0855,0.1189,0.0624,0.1053,0.1028,0.0693
open water,105.65230548700004,20.15389959200008,0.0674,0.0952,0.0696,0.0735,0.0473,0.055,0.0404,0.0269
open water,105.65216810400004,20.153973430000065,0.0637,0.099,0.0852,0.0779,0.0428,0.0687,0.0545,0.0341
open water,105.65223941300007,20.15371981100003,0.0666,0.1038,0.0826,0.0747,0.0478,0.0551,0.0468,0.0316
open water,105.65313003800009,20.152477068000053,0.0622,0.0978,0.0844,0.0845,0.0566,0.0801,0.0708,0.0431
open water,105.65205559900004,20.153917087000025,0.0675,0.1026,0.0903,0.0779,0.0567,0.0687,0.0545,0.0341
open water,105.65257889800004,20.152702423000047,0.0621,0.1032,0.0988,0.1034,0.1395,0.1033,0.0878,0.0612
open water,105.65234467500004,20.153487621000068,0.0648,0.1108,0.0952,0.0882,0.0543,0.1012,0.0733,0.0393
open water,105.65232803800006,20.153000827000028,0.0406,0.075,0.057,0.0976,0.2512,0.281,0.1582,0.0793
open water,105.65286337300005,20.15286569500006,0.0684,0.1128,0.0996,0.0797,0.056,0.0909,0.0718,0.0454
open water,105.65246306600004,20.15297413700005,0.0504,0.0878,0.0717,0.1138,0.239,0.2117,0.1284,0.0705
open water,105.65303857500004,20.152458247000027,0.0625,0.1068,0.0932,0.0845,0.0677,0.0801,0.0708,0.0431
open water,105.65285543400006,20.15286129500004,0.0684,0.1128,0.0996,0.0797,0.056,0.0909,0.0718,0.0454
open water,105.65286086400005,20.15264402200006,0.0653,0.1074,0.0904,0.0886,0.0632,0.0752,0.0559,0.0334
open water,105.65233730400008,20.154162326000066,0.0672,0.1002,0.0818,0.066,0.0433,0.0331,0.0348,0.0227
open water,105.65313524900004,20.152271926000022,0.068,0.1004,0.0831,0.1124,0.0637,0.1403,0.1027,0.0622
open water,105.65227210300009,20.153061732000022,0.0302,0.0597,0.034,0.0976,0.3252,0.281,0.1582,0.0793
open water,105.65225786300005,20.154078498000047,0.065,0.099,0.0816,0.066,0.0417,0.0331,0.0348,0.0227
open water,105.65232879200003,20.153780644000047,0.0612,0.0954,0.0771,0.0747,0.0586,0.0551,0.0468,0.0316
open water,105.65243690800008,20.153067554000074,0.0598,0.0936,0.0787,0.0943,0.1341,0.0916,0.0653,0.035
open water,105.65294391300004,20.15241146900007,0.0678,0.1042,0.0946,0.1189,0.11,0.1053,0.1028,0.0693
open water,105.65260971000004,20.15252542900004,0.0634,0.0954,0.0993,0.1338,0.2641,0.2222,0.1713,0.106
open water,105.65200110300005,20.15396095700004,0.0637,0.1036,0.0904,0.1268,0.1847,0.2587,0.151,0.0956
open water,105.65228508900007,20.153568378000045,0.065,0.1092,0.0903,0.074,0.0483,0.0507,0.0471,0.0288
open water,105.65275506600004,20.152562369000066,0.0664,0.1006,0.0855,0.1189,0.0624,0.1053,0.1028,0.0693
open water,105.65215190600009,20.15382499800006,0.0652,0.098,0.0847,0.0756,0.0467,0.054,0.046,0.0281
open water,105.65220661900008,20.15349162300004,0.0574,0.0855,0.0712,0.1044,0.1991,0.2982,0.1675,0.0865
open water,105.65225845100008,20.15389359200003,0.0638,0.0975,0.0808,0.0735,0.0464,0.055,0.0404,0.0269
open water,105.65290672700009,20.15271392300008,0.0653,0.1074,0.0904,0.0886,0.0632,0.0752,0.0559,0.0334
open water,105.65252773900004,20.153046870000026,0.0661,0.0959,0.0818,0.0943,0.0576,0.0916,0.0653,0.035
open water,105.65269462900004,20.15310190300005,0.0648,0.1112,0.1026,0.0842,0.0639,0.064,0.051,0.0353
open water,105.65233817700005,20.15411133500004,0.0668,0.099,0.077,0.066,0.0417,0.0331,0.0348,0.0227
open water,105.65297852300004,20.15239186100007,0.0678,0.1042,0.0946,0.1189,0.11,0.1053,0.1028,0.0693
open water,105.65280752400008,20.15283046200005,0.0684,0.1128,0.0996,0.0797,0.056,0.0909,0.0718,0.0454
open water,105.65238442200004,20.153202573000044,0.0646,0.0944,0.0808,0.1087,0.1035,0.1932,0.1122,0.0574
open water,105.65239522600008,20.153165393000048,0.065,0.0979,0.0925,0.0891,0.0632,0.0509,0.0495,0.0323
open water,105.65254119200004,20.153285197000056,0.0713,0.1162,0.0952,0.0891,0.0554,0.0509,0.0495,0.0323
open water,105.65299144000004,20.152401954000027,0.0678,0.1042,0.0946,0.1189,0.11,0.1053,0.1028,0.0693
open water,105.65256509400004,20.15290092600003,0.067,0.1092,0.093,0.1138,0.1042,0.2117,0.1284,0.0705
open water,105.65245951100007,20.15422685100004,0.0645,0.0926,0.0662,0.0835,0.0582,0.1365,0.0896,0.054
open water,105.65253201500008,20.153248063000035,0.0706,0.1166,0.0991,0.0891,0.0579,0.0509,0.0495,0.0323
open water,105.65270174400004,20.15284749500006,0.0681,0.1142,0.1044,0.0931,0.0632,0.0746,0.0597,0.0394
open water,105.65232867000007,20.153858268000025,0.0658,0.0938,0.0722,0.0747,0.0539,0.0551,0.0468,0.0316
open water,105.65209914100006,20.15374320600005,0.0674,0.0994,0.0848,0.0756,0.059,0.054,0.046,0.0281
open water,105.66513905700003,20.113754745000048,0.083,0.1372,0.0917,0.1076,0.054,0.0781,0.0652,0.0441
open water,105.66543127700004,20.113775331000056,0.0836,0.1406,0.0944,0.143,0.1036,0.2292,0.1558,0.0886
open water,105.66478405700008,20.113495079000074,0.0782,0.129,0.1144,0.1307,0.1355,0.1223,0.1289,0.0892
open water,105.66523489800004,20.11386866900005,0.082,0.147,0.0854,0.1023,0.0531,0.0439,0.0437,0.0257
open water,105.66556335300004,20.114124067000034,0.0748,0.12,0.1048,0.1188,0.1465,0.1121,0.1017,0.0639
open water,105.66547987500007,20.114133353000057,0.082,0.136,0.0874,0.1188,0.0804,0.1121,0.1017,0.0639
open water,105.66466821000004,20.11366399700006,0.086,0.1314,0.137,0.1673,0.1956,0.2648,0.23,0.1569
open water,105.66489932500008,20.113792360000048,0.0849,0.1344,0.095,0.1088,0.0738,0.0563,0.066,0.0412
open water,105.66565697000004,20.11395735000008,0.0776,0.1226,0.098,0.1357,0.1427,0.1906,0.146,0.094
open water,105.66519768900008,20.11381553500007,0.0828,0.1362,0.0874,0.1076,0.0534,0.0781,0.0652,0.0441
open water,105.66549608000008,20.11397310500007,0.0874,0.1558,0.0918,0.106,0.0572,0.0697,0.0732,0.0449
open water,105.66510950900005,20.11389831200006,0.0822,0.136,0.0927,0.1152,0.0584,0.0851,0.0745,0.0469
open water,105.66467740400007,20.113626660000023,0.086,0.1234,0.1302,0.1624,0.1699,0.2311,0.2249,0.1746
open water,105.66507150300004,20.113792851000028,0.083,0.1372,0.0917,0.1076,0.054,0.0781,0.0652,0.0441
open water,105.66492883500004,20.11377011700005,0.0849,0.1344,0.095,0.1088,0.0738,0.0563,0.066,0.0412
open water,105.66485959300007,20.11366147300004,0.0847,0.1318,0.0894,0.1304,0.0643,0.1389,0.1254,0.0856
open water,105.66487218400005,20.11352581400008,0.0844,0.1406,0.1146,0.1307,0.1039,0.1223,0.1289,0.0892
open water,105.66477646400004,20.11348562400008,0.0782,0.129,0.1144,0.1307,0.1355,0.1223,0.1289,0.0892
open water,105.66527563900009,20.113829732000056,0.082,0.147,0.0854,0.1023,0.0531,0.0439,0.0437,0.0257
open water,105.66504071600008,20.113899556000035,0.083,0.1362,0.0986,0.1366,0.0878,0.1788,0.1373,0.0869
open water,105.66542320900004,20.113737135000065,0.0836,0.1406,0.0944,0.143,0.1036,0.2292,0.1558,0.0886
open water,105.66531581000004,20.113902521000057,0.082,0.147,0.0854,0.1023,0.0531,0.0439,0.0437,0.0257
open water,105.66557932300007,20.11391949800004,0.087,0.1512,0.0917,0.106,0.065,0.0697,0.0732,0.0449
open water,105.66546551800008,20.114036361000046,0.084,0.1546,0.092,0.1188,0.0577,0.1121,0.1017,0.0639
open water,105.66516290000004,20.113697322000064,0.0811,0.1342,0.091,0.1076,0.083,0.0781,0.0652,0.0441
open water,105.66533283500009,20.11387078200005,0.0866,0.1516,0.0866,0.1023,0.0491,0.0439,0.0437,0.0257
open water,105.66543922200007,20.114068332000045,0.084,0.1546,0.092,0.1188,0.0577,0.1121,0.1017,0.0639
open water,105.66540283300009,20.11379007700004,0.0856,0.141,0.091,0.1196,0.0797,0.1196,0.1068,0.0686
open water,105.66501122600005,20.113708756000047,0.0824,0.1342,0.0876,0.1088,0.0535,0.0563,0.066,0.0412
open water,105.66520809800004,20.11388652900007,0.0866,0.1392,0.0893,0.1152,0.0565,0.0851,0.0745,0.0469
open water,105.66529916800005,20.11408765500005,0.0828,0.1506,0.0913,0.1214,0.0779,0.1113,0.0995,0.0595
open water,105.66557953300008,20.11381171200003,0.081,0.1186,0.0998,0.143,0.1728,0.2292,0.1558,0.0886
open water,105.66505954200004,20.113896228000044,0.0822,0.136,0.0927,0.1152,0.0584,0.0851,0.0745,0.0469
open water,105.66558952700008,20.11392040800008,0.087,0.1512,0.0917,0.106,0.065,0.0697,0.0732,0.0449
open water,105.66531702300004,20.113935726000022,0.0845,0.1572,0.0844,0.1023,0.0566,0.0439,0.0437,0.0257
open water,105.66541235800008,20.113841240000056,0.0866,0.1516,0.0866,0.1023,0.0491,0.0439,0.0437,0.0257
open water,105.66496552500008,20.11386343000004,0.083,0.1362,0.0986,0.1366,0.0878,0.1788,0.1373,0.0869
open water,105.66471783400004,20.11363578200008,0.0844,0.1316,0.1008,0.1307,0.099,0.1223,0.1289,0.0892
open water,105.66539758800008,20.114029661000075,0.084,0.1546,0.0921,0.1214,0.0609,0.1113,0.0995,0.0595
open water,105.66510149200008,20.113902420000045,0.0822,0.136,0.0927,0.1152,0.0584,0.0851,0.0745,0.0469
open water,105.66540178600007,20.11397210700005,0.0869,0.1562,0.0906,0.1023,0.0548,0.0439,0.0437,0.0257
open water,105.66543112100004,20.114217017000044,0.0756,0.1246,0.1082,0.1333,0.1536,0.2185,0.1812,0.113
open water,105.66524804400008,20.113770973000044,0.0841,0.1382,0.0872,0.1196,0.0563,0.1196,0.1068,0.0686
open water,105.66492765100008,20.113859829000035,0.0824,0.1294,0.1092,0.1366,0.1579,0.1788,0.1373,0.0869
open water,105.66474583000009,20.11373103700004,0.0731,0.117,0.1086,0.1304,0.1902,0.1389,0.1254,0.0856
open water,105.66560026000008,20.11383581800004,0.0775,0.1262,0.0938,0.1357,0.1315,0.1906,0.146,0.094
open water,105.66560794300004,20.11403692100004,0.0691,0.1038,0.098,0.1232,0.1724,0.2525,0.173,0.1088
open water,105.66473601100004,20.113628307000056,0.0844,0.1316,0.1008,0.1307,0.099,0.1223,0.1289,0.0892
open water,105.66502661400004,20.113859994000048,0.083,0.1362,0.0986,0.1366,0.0878,0.1788,0.1373,0.0869
open water,105.66552223500008,20.113896789000023,0.0884,0.1526,0.087,0.106,0.0666,0.0697,0.0732,0.0449
open water,105.66528072500004,20.11380687900004,0.0841,0.1382,0.0872,0.1196,0.0563,0.1196,0.1068,0.0686
open water,105.66540818500005,20.113931655000044,0.0869,0.1562,0.0906,0.1023,0.0548,0.0439,0.0437,0.0257
open water,105.66519495100005,20.11387821600005,0.0866,0.1392,0.0893,0.1152,0.0565,0.0851,0.0745,0.0469
open water,105.66551283300004,20.11385770900005,0.0884,0.1526,0.087,0.106,0.0666,0.0697,0.0732,0.0449
open water,105.66516511600008,20.113803784000027,0.0828,0.1362,0.0874,0.1076,0.0534,0.0781,0.0652,0.0441
open water,105.66536234500006,20.113952272000063,0.0869,0.1562,0.0906,0.1023,0.0548,0.0439,0.0437,0.0257
open water,105.66559270500004,20.11391015600003,0.087,0.1512,0.0917,0.106,0.065,0.0697,0.0732,0.0449
open water,105.66535679100008,20.11385330200005,0.0866,0.1516,0.0866,0.1023,0.0491,0.0439,0.0437,0.0257
open water,105.66552200900009,20.11412254100003,0.0748,0.12,0.1048,0.1188,0.1465,0.1121,0.1017,0.0639
open water,105.66566863700008,20.11389439800007,0.0775,0.1262,0.0938,0.1357,0.1315,0.1906,0.146,0.094
open water,105.66567404100005,20.113855433000023,0.0775,0.1262,0.0938,0.1357,0.1315,0.1906,0.146,0.094
open water,105.66523202600006,20.11377768900008,0.0828,0.1362,0.0874,0.1076,0.0534,0.0781,0.0652,0.0441
open water,105.66543578600005,20.113741464000043,0.0836,0.1406,0.0944,0.143,0.1036,0.2292,0.1558,0.0886
open water,105.66470583800007,20.11363500100004,0.0844,0.1316,0.1008,0.1307,0.099,0.1223,0.1289,0.0892
open water,105.66524873300004,20.11394270900007,0.0845,0.1572,0.0844,0.1023,0.0566,0.0439,0.0437,0.0257
open water,105.66528946800008,20.11410627700008,0.0817,0.1322,0.1128,0.1214,0.1549,0.1113,0.0995,0.0595
open water,105.66471302100004,20.11355917900005,0.0844,0.1316,0.1008,0.1307,0.099,0.1223,0.1289,0.0892
open water,105.66521912300004,20.11397563400004,0.0844,0.1408,0.0882,0.1152,0.064,0.0851,0.0745,0.0469
open water,105.66483648200004,20.11368022700003,0.0847,0.1318,0.0894,0.1304,0.0643,0.1389,0.1254,0.0856
open water,105.66535072900004,20.11378191700004,0.0856,0.141,0.091,0.1196,0.0797,0.1196,0.1068,0.0686
open water,105.66522747700007,20.113840840000023,0.0866,0.1392,0.0893,0.1152,0.0565,0.0851,0.0745,0.0469
open water,105.66469475000008,20.113610752000056,0.0844,0.1316,0.1008,0.1307,0.099,0.1223,0.1289,0.0892
open water,105.66560309100004,20.113857844000048,0.0775,0.1262,0.0938,0.1357,0.1315,0.1906,0.146,0.094
open water,105.66492743700007,20.11377648100005,0.0849,0.1344,0.095,0.1088,0.0738,0.0563,0.066,0.0412
open water,105.66517128300006,20.11375574100004,0.0828,0.1362,0.0874,0.1076,0.0534,0.0781,0.0652,0.0441
open water,105.66528770500008,20.11404802200008,0.0828,0.1506,0.0913,0.1214,0.0779,0.1113,0.0995,0.0595
open water,105.66549655100005,20.114041109000027,0.084,0.1546,0.092,0.1188,0.0577,0.1121,0.1017,0.0639
open water,105.66506313400004,20.113746212000024,0.083,0.1372,0.0917,0.1076,0.054,0.0781,0.0652,0.0441
open water,105.66539590300005,20.114059182000062,0.084,0.1546,0.0921,0.1214,0.0609,0.1113,0.0995,0.0595
open water,105.66525501800004,20.11398876400005,0.0845,0.1572,0.0844,0.1023,0.0566,0.0439,0.0437,0.0257
open water,105.66562335900004,20.113835994000056,0.0775,0.1262,0.0938,0.1357,0.1315,0.1906,0.146,0.094
open water,105.66531006900004,20.11396065200006,0.0845,0.1572,0.0844,0.1023,0.0566,0.0439,0.0437,0.0257
open water,105.66494310800005,20.11371132100004,0.0828,0.1348,0.088,0.1088,0.0564,0.0563,0.066,0.0412
open water,105.66548406400004,20.113984766000044,0.0874,0.1558,0.0918,0.106,0.0572,0.0697,0.0732,0.0449
open water,105.66496037100006,20.11364082900008,0.0828,0.1348,0.088,0.1088,0.0564,0.0563,0.066,0.0412
open water,105.66541003200004,20.11375735300004,0.0856,0.141,0.091,0.1196,0.0797,0.1196,0.1068,0.0686
open water,105.66549893900007,20.11387631400004,0.0874,0.1558,0.0915,0.106,0.0545,0.0697,0.0732,0.0449
open water,105.66519550000004,20.114060364000068,0.0808,0.132,0.1062,0.1366,0.1327,0.2206,0.1529,0.0945
open water,105.66561997600007,20.114005574000032,0.0691,0.1038,0.098,0.1232,0.1724,0.2525,0.173,0.1088
open water,105.66489989000009,20.11362644400004,0.0808,0.1374,0.0883,0.1194,0.0718,0.1379,0.1318,0.0839
open water,105.66524071500004,20.114032496000046,0.0828,0.1506,0.0913,0.1214,0.0779,0.1113,0.0995,0.0595
open water,105.66507304900004,20.11372122700004,0.0828,0.1356,0.088,0.1076,0.054,0.0781,0.0652,0.0441
open water,105.66514175400005,20.11370581600005,0.0828,0.1356,0.088,0.1076,0.054,0.0781,0.0652,0.0441
open water,105.66550865000004,20.114151368000023,0.0748,0.12,0.1048,0.1188,0.1465,0.1121,0.1017,0.0639
open water,105.66539147100008,20.113813466000067,0.0856,0.141,0.091,0.1196,0.0797,0.1196,0.1068,0.0686
open water,105.66487340800006,20.11351488800005,0.0844,0.1406,0.1146,0.1307,0.1039,0.1223,0.1289,0.0892
open water,105.66547145400004,20.113801624000075,0.0836,0.1406,0.0944,0.143,0.1036,0.2292,0.1558,0.0886
open water,105.66529375600004,20.113924992000022,0.0845,0.1572,0.0844,0.1023,0.0566,0.0439,0.0437,0.0257
open water,105.66556767100008,20.11379609700004,0.081,0.1186,0.0998,0.143,0.1728,0.2292,0.1558,0.0886
open water,105.66484983000004,20.113768651000044,0.0824,0.129,0.1052,0.1304,0.1303,0.1389,0.1254,0.0856
open water,105.66664883500005,20.116677977000048,0.0576,0.091,0.0818,0.1248,0.2067,0.2408,0.1642,0.0899
open water,105.66644649500005,20.117008028000043,0.0557,0.0951,0.0593,0.1169,0.1866,0.2256,0.1508,0.0796
open water,105.66643544300004,20.117023114000062,0.0557,0.0951,0.0593,0.1169,0.1866,0.2256,0.1508,0.0796
open water,105.66662572400008,20.116776674000047,0.0626,0.0952,0.082,0.1248,0.217,0.2408,0.1642,0.0899
open water,105.66672369700008,20.116884756000047,0.0596,0.0903,0.0688,0.1191,0.1781,0.2043,0.1405,0.0835
open water,105.66650627400008,20.117141854000067,0.0564,0.0974,0.0603,0.1169,0.1241,0.2256,0.1508,0.0796
open water,105.66652903400006,20.117204065000067,0.0559,0.0982,0.0554,0.1168,0.1462,0.2239,0.157,0.0852
open water,105.66663600800004,20.11668414900004,0.0576,0.091,0.0818,0.1248,0.2067,0.2408,0.1642,0.0899
open water,105.66637412000004,20.11695977900007,0.0529,0.0862,0.0722,0.1361,0.2653,0.27,0.1985,0.1177
open water,105.66684573100008,20.11694306800007,0.0521,0.0835,0.0774,0.1105,0.2053,0.2056,0.1349,0.0728
open water,105.66648370200004,20.117120166000063,0.0589,0.1013,0.0579,0.1169,0.1449,0.2256,0.1508,0.0796
open water,105.66647006400008,20.116987790000053,0.0557,0.0951,0.0593,0.1169,0.1866,0.2256,0.1508,0.0796
open water,105.66636538700004,20.116979462000074,0.0517,0.085,0.0614,0.127,0.2308,0.2585,0.1819,0.1006
open water,105.66640139400003,20.11699621500003,0.0517,0.085,0.0614,0.127,0.2308,0.2585,0.1819,0.1006
open water,105.66676670700008,20.116885871000022,0.0521,0.0835,0.0774,0.1105,0.2053,0.2056,0.1349,0.0728
open water,105.66664734800008,20.116705103000072,0.0626,0.0952,0.082,0.1248,0.217,0.2408,0.1642,0.0899
open water,105.66636452800007,20.11695848500005,0.0529,0.0862,0.0722,0.1361,0.2653,0.27,0.1985,0.1177
open water,105.66666692200003,20.11673492700004,0.0626,0.0952,0.082,0.1248,0.217,0.2408,0.1642,0.0899
open water,105.66660123000008,20.11705195600007,0.0395,0.0772,0.0411,0.1134,0.2512,0.2072,0.1337,0.0738
open water,105.66651605300008,20.116837169000064,0.0554,0.0857,0.0698,0.1306,0.2254,0.2189,0.1694,0.0985
open water,105.66655032700004,20.117032830000028,0.0514,0.0868,0.0573,0.1169,0.1977,0.2256,0.1508,0.0796
open water,105.66646498100005,20.117073297000047,0.0589,0.1013,0.0579,0.1169,0.1449,0.2256,0.1508,0.0796
open water,105.66665690300005,20.11707409000008,0.0475,0.0816,0.0491,0.1134,0.1842,0.2072,0.1337,0.0738
open water,105.66667353200006,20.11709073700007,0.0513,0.0861,0.055,0.1134,0.1929,0.2072,0.1337,0.0738
open water,105.66675941500004,20.11679898400008,0.0586,0.0944,0.071,0.1191,0.1797,0.2043,0.1405,0.0835
open water,105.66669970300006,20.11675178900004,0.0574,0.0855,0.0704,0.1248,0.2342,0.2408,0.1642,0.0899
